Loading workload 100 _1_0 try 1
84e3f0c4f254   secondary3   1.16%     84.56MiB / 7.73GiB   1.07%     4.03MB / 1.67MB   10.8MB / 25.9MB   72
a3ce8b8c30c6   primary      0.60%     104.5MiB / 7.73GiB   1.32%     25.3MB / 15.4MB   66.8MB / 22.9MB   73
Loading workload 1000 _1_0 try 2
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.74%     93.5MiB / 7.73GiB    1.18%     4.04MB / 1.71MB   45.2MB / 25.8MB   72
b9633d65fafd   secondary2   1.05%     84.61MiB / 7.73GiB   1.07%     3.96MB / 1.7MB    3.19MB / 26MB     73
84e3f0c4f254   secondary3   0.57%     84.5MiB / 7.73GiB    1.07%     4.07MB / 1.73MB   10.8MB / 26MB     72
a3ce8b8c30c6   primary      0.96%     104MiB / 7.73GiB     1.31%     27.2MB / 15.6MB   66.8MB / 23MB     74
Loading workload 1000 _50_50 try 2
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.59%     93.62MiB / 7.73GiB   1.18%     4.09MB / 1.77MB   45.2MB / 25.9MB   72
b9633d65fafd   secondary2   0.65%     84.83MiB / 7.73GiB   1.07%     4.01MB / 1.75MB   3.19MB / 26MB     74
84e3f0c4f254   secondary3   0.56%     84.58MiB / 7.73GiB   1.07%     4.12MB / 1.79MB   10.8MB / 26.1MB   72
a3ce8b8c30c6   primary      0.77%     103.5MiB / 7.73GiB   1.31%     28.6MB / 17MB     66.8MB / 25.4MB   74
Loading workload 1000 _10_90 try 2
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.21%     93.69MiB / 7.73GiB   1.18%     4.14MB / 1.83MB   45.2MB / 28.4MB   72
b9633d65fafd   secondary2   1.04%     85.25MiB / 7.73GiB   1.08%     4.06MB / 1.81MB   3.19MB / 28.5MB   73
84e3f0c4f254   secondary3   1.18%     85.02MiB / 7.73GiB   1.07%     4.17MB / 1.84MB   10.8MB / 28.6MB   71
a3ce8b8c30c6   primary      0.71%     103.1MiB / 7.73GiB   1.30%     30.7MB / 17.7MB   66.8MB / 25.5MB   73
Loading workload 100 _1_0 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.62%     93.65MiB / 7.73GiB   1.18%     4.19MB / 1.88MB   45.2MB / 28.5MB   71
b9633d65fafd   secondary2   0.43%     85.25MiB / 7.73GiB   1.08%     4.11MB / 1.87MB   3.19MB / 28.6MB   73
84e3f0c4f254   secondary3   0.52%     85.08MiB / 7.73GiB   1.07%     4.22MB / 1.9MB    10.8MB / 28.7MB   72
a3ce8b8c30c6   primary      1.09%     104.2MiB / 7.73GiB   1.32%     33.1MB / 18MB     66.8MB / 25.6MB   73
Loading workload 100 _50_50 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.50%     93.84MiB / 7.73GiB   1.19%     4.23MB / 1.94MB   45.2MB / 31.4MB   72
b9633d65fafd   secondary2   0.98%     85.46MiB / 7.73GiB   1.08%     4.15MB / 1.93MB   3.19MB / 31.5MB   73
84e3f0c4f254   secondary3   0.39%     85.33MiB / 7.73GiB   1.08%     4.27MB / 1.96MB   10.8MB / 31.6MB   72
a3ce8b8c30c6   primary      0.76%     104.5MiB / 7.73GiB   1.32%     34.4MB / 18.2MB   66.8MB / 28.5MB   73
Loading workload 100 _10_90 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.60%     93.99MiB / 7.73GiB   1.19%     4.28MB / 2MB      45.2MB / 31.5MB   72
b9633d65fafd   secondary2   0.46%     85.46MiB / 7.73GiB   1.08%     4.2MB / 1.98MB    3.19MB / 31.5MB   73
84e3f0c4f254   secondary3   0.56%     85.42MiB / 7.73GiB   1.08%     4.31MB / 2.01MB   10.8MB / 31.7MB   72
a3ce8b8c30c6   primary      0.73%     104.5MiB / 7.73GiB   1.32%     35.8MB / 18.3MB   66.8MB / 28.6MB   73
Loading workload 500 _1_0 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.63%     93.98MiB / 7.73GiB   1.19%     4.33MB / 2.05MB   45.2MB / 31.6MB   71
b9633d65fafd   secondary2   0.52%     85.43MiB / 7.73GiB   1.08%     4.24MB / 2.04MB   3.19MB / 31.6MB   72
84e3f0c4f254   secondary3   0.60%     85.4MiB / 7.73GiB    1.08%     4.36MB / 2.07MB   10.8MB / 31.8MB   71
a3ce8b8c30c6   primary      0.81%     104.6MiB / 7.73GiB   1.32%     37.2MB / 18.5MB   66.8MB / 28.7MB   74
Loading workload 500 _50_50 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.61%     94.1MiB / 7.73GiB    1.19%     4.38MB / 2.11MB   45.2MB / 34.1MB   71
b9633d65fafd   secondary2   0.63%     85.55MiB / 7.73GiB   1.08%     4.29MB / 2.1MB    3.19MB / 34.2MB   72
84e3f0c4f254   secondary3   0.61%     85.73MiB / 7.73GiB   1.08%     4.41MB / 2.13MB   10.8MB / 34.3MB   71
a3ce8b8c30c6   primary      0.86%     105MiB / 7.73GiB     1.33%     38.6MB / 19.2MB   66.8MB / 31.3MB   78
Loading workload 500 _10_90 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.21%     94.13MiB / 7.73GiB   1.19%     4.42MB / 2.17MB   45.2MB / 34.2MB   71
b9633d65fafd   secondary2   0.95%     85.59MiB / 7.73GiB   1.08%     4.34MB / 2.16MB   3.19MB / 34.3MB   73
84e3f0c4f254   secondary3   0.94%     85.74MiB / 7.73GiB   1.08%     4.46MB / 2.19MB   10.8MB / 34.4MB   71
a3ce8b8c30c6   primary      0.58%     106.1MiB / 7.73GiB   1.34%     40.2MB / 19.6MB   66.8MB / 31.4MB   78
Loading workload 1000 _1_0 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.55%     94.13MiB / 7.73GiB   1.19%     4.47MB / 2.23MB   45.2MB / 34.3MB   71
b9633d65fafd   secondary2   0.56%     85.61MiB / 7.73GiB   1.08%     4.39MB / 2.21MB   3.19MB / 34.4MB   73
84e3f0c4f254   secondary3   0.65%     85.72MiB / 7.73GiB   1.08%     4.5MB / 2.24MB    10.8MB / 34.5MB   71
a3ce8b8c30c6   primary      0.61%     106.9MiB / 7.73GiB   1.35%     42.1MB / 19.8MB   66.8MB / 33.9MB   78
Loading workload 1000 _50_50 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.60%     94.21MiB / 7.73GiB   1.19%     4.52MB / 2.28MB   45.2MB / 36.7MB   72
b9633d65fafd   secondary2   0.55%     85.6MiB / 7.73GiB    1.08%     4.43MB / 2.27MB   3.19MB / 36.9MB   72
84e3f0c4f254   secondary3   0.68%     85.88MiB / 7.73GiB   1.08%     4.55MB / 2.3MB    10.8MB / 36.9MB   72
a3ce8b8c30c6   primary      0.82%     107MiB / 7.73GiB     1.35%     43.5MB / 21.2MB   66.8MB / 34MB     78
Loading workload 1000 _10_90 try 3
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.77%     94.21MiB / 7.73GiB   1.19%     4.56MB / 2.34MB   45.2MB / 36.8MB   72
b9633d65fafd   secondary2   0.41%     85.6MiB / 7.73GiB    1.08%     4.48MB / 2.32MB   3.19MB / 37MB     72
84e3f0c4f254   secondary3   0.87%     85.89MiB / 7.73GiB   1.08%     4.59MB / 2.36MB   10.8MB / 37MB     72
a3ce8b8c30c6   primary      0.72%     107.9MiB / 7.73GiB   1.36%     45.5MB / 22MB     66.8MB / 34.1MB   78
Loading workload 100 _1_0 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.48%     94.35MiB / 7.73GiB   1.19%     4.62MB / 2.4MB    45.2MB / 36.9MB   74
b9633d65fafd   secondary2   0.50%     85.65MiB / 7.73GiB   1.08%     4.54MB / 2.39MB   3.19MB / 37.1MB   73
84e3f0c4f254   secondary3   0.54%     85.95MiB / 7.73GiB   1.09%     4.66MB / 2.42MB   10.8MB / 37.1MB   74
a3ce8b8c30c6   primary      0.81%     110.5MiB / 7.73GiB   1.40%     48MB / 22.2MB     66.8MB / 36.7MB   79
Loading workload 100 _50_50 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.99%     94.35MiB / 7.73GiB   1.19%     4.67MB / 2.46MB   45.2MB / 42MB     73
b9633d65fafd   secondary2   1.07%     85.64MiB / 7.73GiB   1.08%     4.59MB / 2.45MB   3.19MB / 42.2MB   72
84e3f0c4f254   secondary3   1.02%     86.07MiB / 7.73GiB   1.09%     4.7MB / 2.48MB    10.8MB / 42.2MB   73
a3ce8b8c30c6   primary      0.56%     112MiB / 7.73GiB     1.41%     49.4MB / 22.5MB   66.8MB / 36.8MB   79
Loading workload 100 _10_90 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.68%     94.35MiB / 7.73GiB   1.19%     4.72MB / 2.51MB   45.2MB / 42.1MB   73
b9633d65fafd   secondary2   0.67%     85.64MiB / 7.73GiB   1.08%     4.63MB / 2.5MB    3.19MB / 42.2MB   72
84e3f0c4f254   secondary3   0.63%     86.07MiB / 7.73GiB   1.09%     4.75MB / 2.53MB   10.8MB / 42.3MB   73
a3ce8b8c30c6   primary      0.63%     113.1MiB / 7.73GiB   1.43%     50.7MB / 22.6MB   66.8MB / 36.8MB   78
Loading workload 500 _1_0 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.62%     94.32MiB / 7.73GiB   1.19%     4.76MB / 2.57MB   45.2MB / 44.7MB   72
b9633d65fafd   secondary2   0.65%     85.64MiB / 7.73GiB   1.08%     4.68MB / 2.56MB   3.19MB / 44.8MB   72
84e3f0c4f254   secondary3   0.70%     86.03MiB / 7.73GiB   1.09%     4.79MB / 2.59MB   10.8MB / 44.9MB   72
a3ce8b8c30c6   primary      0.98%     113.9MiB / 7.73GiB   1.44%     52.1MB / 22.8MB   66.8MB / 39.3MB   79
Loading workload 500 _50_50 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.67%     94.32MiB / 7.73GiB   1.19%     4.81MB / 2.63MB   45.2MB / 44.8MB   72
b9633d65fafd   secondary2   0.64%     85.64MiB / 7.73GiB   1.08%     4.73MB / 2.62MB   3.19MB / 44.9MB   72
84e3f0c4f254   secondary3   0.65%     86.03MiB / 7.73GiB   1.09%     4.84MB / 2.64MB   10.8MB / 45MB     72
a3ce8b8c30c6   primary      0.70%     115.2MiB / 7.73GiB   1.46%     53.5MB / 23.5MB   66.8MB / 39.4MB   78
Loading workload 500 _10_90 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.58%     94.32MiB / 7.73GiB   1.19%     4.86MB / 2.69MB   45.2MB / 44.9MB   72
b9633d65fafd   secondary2   0.83%     85.66MiB / 7.73GiB   1.08%     4.78MB / 2.67MB   3.19MB / 44.9MB   73
84e3f0c4f254   secondary3   1.44%     86.03MiB / 7.73GiB   1.09%     4.89MB / 2.7MB    10.8MB / 45.1MB   72
a3ce8b8c30c6   primary      0.68%     117.2MiB / 7.73GiB   1.48%     55.1MB / 23.9MB   66.8MB / 39.5MB   78
Loading workload 1000 _1_0 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.03%     94.49MiB / 7.73GiB   1.19%     4.9MB / 2.74MB    45.2MB / 47.4MB   72
b9633d65fafd   secondary2   1.03%     85.68MiB / 7.73GiB   1.08%     4.82MB / 2.73MB   3.19MB / 47.4MB   73
84e3f0c4f254   secondary3   1.44%     86.03MiB / 7.73GiB   1.09%     4.94MB / 2.76MB   10.8MB / 47.6MB   72
a3ce8b8c30c6   primary      0.47%     117.6MiB / 7.73GiB   1.49%     56.9MB / 24.1MB   66.8MB / 42MB     78
Loading workload 1000 _50_50 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.66%     94.47MiB / 7.73GiB   1.19%     4.95MB / 2.8MB    45.2MB / 47.5MB   71
b9633d65fafd   secondary2   0.98%     85.65MiB / 7.73GiB   1.08%     4.87MB / 2.78MB   3.19MB / 47.5MB   72
84e3f0c4f254   secondary3   0.56%     86MiB / 7.73GiB      1.09%     4.98MB / 2.82MB   10.8MB / 47.7MB   71
a3ce8b8c30c6   primary      0.56%     117.6MiB / 7.73GiB   1.49%     58.4MB / 25.5MB   66.8MB / 42.1MB   78
Loading workload 1000 _10_90 try 4
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.56%     94.53MiB / 7.73GiB   1.19%     4.99MB / 2.85MB   45.2MB / 47.5MB   73
b9633d65fafd   secondary2   1.15%     85.65MiB / 7.73GiB   1.08%     4.91MB / 2.84MB   3.19MB / 47.6MB   73
84e3f0c4f254   secondary3   0.74%     86MiB / 7.73GiB      1.09%     5.03MB / 2.87MB   10.8MB / 47.7MB   71
a3ce8b8c30c6   primary      0.80%     117.7MiB / 7.73GiB   1.49%     60.4MB / 26.3MB   66.8MB / 44.8MB   79
Loading workload 100 _1_0 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.53%     94.49MiB / 7.73GiB   1.19%     5.04MB / 2.91MB   45.2MB / 49.9MB   72
b9633d65fafd   secondary2   0.74%     85.59MiB / 7.73GiB   1.08%     4.96MB / 2.9MB    3.19MB / 50MB     72
84e3f0c4f254   secondary3   0.62%     86.05MiB / 7.73GiB   1.09%     5.07MB / 2.93MB   10.8MB / 50.1MB   72
a3ce8b8c30c6   primary      0.79%     117.6MiB / 7.73GiB   1.49%     62.8MB / 26.5MB   66.8MB / 45MB     78
Loading workload 100 _50_50 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.70%     94.47MiB / 7.73GiB   1.19%     5.09MB / 2.97MB   45.2MB / 50MB     71
b9633d65fafd   secondary2   0.55%     85.64MiB / 7.73GiB   1.08%     5MB / 2.95MB      3.19MB / 50.1MB   73
84e3f0c4f254   secondary3   0.80%     86.05MiB / 7.73GiB   1.09%     5.12MB / 2.98MB   10.8MB / 50.2MB   72
a3ce8b8c30c6   primary      0.65%     118.3MiB / 7.73GiB   1.49%     64.1MB / 26.7MB   66.8MB / 45.1MB   78
Loading workload 100 _10_90 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.89%     94.5MiB / 7.73GiB    1.19%     5.14MB / 3.03MB   45.2MB / 50.1MB   72
b9633d65fafd   secondary2   0.63%     85.62MiB / 7.73GiB   1.08%     5.05MB / 3.01MB   3.19MB / 50.2MB   72
84e3f0c4f254   secondary3   1.01%     86.03MiB / 7.73GiB   1.09%     5.17MB / 3.04MB   10.8MB / 50.3MB   71
a3ce8b8c30c6   primary      0.80%     118.2MiB / 7.73GiB   1.49%     65.5MB / 26.9MB   66.8MB / 47.6MB   78
Loading workload 500 _1_0 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.21%     94.5MiB / 7.73GiB    1.19%     5.18MB / 3.08MB   45.2MB / 52.6MB   72
b9633d65fafd   secondary2   1.01%     85.66MiB / 7.73GiB   1.08%     5.1MB / 3.07MB    3.19MB / 52.8MB   72
84e3f0c4f254   secondary3   0.94%     86.03MiB / 7.73GiB   1.09%     5.22MB / 3.1MB    10.8MB / 52.8MB   71
a3ce8b8c30c6   primary      0.51%     118.3MiB / 7.73GiB   1.49%     66.9MB / 27MB     66.8MB / 47.7MB   78
Loading workload 500 _50_50 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.65%     94.5MiB / 7.73GiB    1.19%     5.23MB / 3.14MB   45.2MB / 52.7MB   72
b9633d65fafd   secondary2   0.51%     85.62MiB / 7.73GiB   1.08%     5.14MB / 3.12MB   3.19MB / 52.9MB   72
84e3f0c4f254   secondary3   0.63%     86.05MiB / 7.73GiB   1.09%     5.26MB / 3.16MB   10.8MB / 52.9MB   72
a3ce8b8c30c6   primary      0.67%     118.5MiB / 7.73GiB   1.50%     68.3MB / 27.8MB   66.8MB / 47.9MB   78
Loading workload 500 _10_90 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.77%     94.54MiB / 7.73GiB   1.19%     5.27MB / 3.19MB   45.2MB / 55.5MB   72
b9633d65fafd   secondary2   0.69%     85.71MiB / 7.73GiB   1.08%     5.19MB / 3.18MB   3.19MB / 55.7MB   72
84e3f0c4f254   secondary3   0.67%     86.07MiB / 7.73GiB   1.09%     5.31MB / 3.21MB   10.8MB / 55.7MB   72
a3ce8b8c30c6   primary      0.56%     118.8MiB / 7.73GiB   1.50%     70MB / 28.2MB     66.8MB / 50.3MB   79
Loading workload 1000 _1_0 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.72%     94.54MiB / 7.73GiB   1.19%     5.32MB / 3.25MB   45.2MB / 55.5MB   72
b9633d65fafd   secondary2   0.61%     85.52MiB / 7.73GiB   1.08%     5.24MB / 3.23MB   3.19MB / 55.7MB   72
84e3f0c4f254   secondary3   0.58%     86.07MiB / 7.73GiB   1.09%     5.35MB / 3.27MB   10.8MB / 55.7MB   72
a3ce8b8c30c6   primary      0.64%     118.8MiB / 7.73GiB   1.50%     71.8MB / 28.4MB   66.8MB / 50.4MB   78
Loading workload 1000 _50_50 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.76%     94.54MiB / 7.73GiB   1.19%     5.36MB / 3.3MB    45.2MB / 55.6MB   72
b9633d65fafd   secondary2   0.59%     85.69MiB / 7.73GiB   1.08%     5.28MB / 3.29MB   3.19MB / 55.8MB   73
84e3f0c4f254   secondary3   0.69%     86.06MiB / 7.73GiB   1.09%     5.4MB / 3.32MB    10.8MB / 55.8MB   72
a3ce8b8c30c6   primary      0.66%     118.8MiB / 7.73GiB   1.50%     73.3MB / 29.7MB   66.8MB / 50.4MB   78
Loading workload 1000 _10_90 try 5
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.02%     94.54MiB / 7.73GiB   1.19%     5.42MB / 3.37MB   45.2MB / 58.2MB   72
b9633d65fafd   secondary2   0.49%     85.69MiB / 7.73GiB   1.08%     5.33MB / 3.35MB   3.19MB / 58.3MB   73
84e3f0c4f254   secondary3   0.97%     86.1MiB / 7.73GiB    1.09%     5.45MB / 3.39MB   10.8MB / 58.4MB   73
a3ce8b8c30c6   primary      1.00%     118.6MiB / 7.73GiB   1.50%     75.3MB / 30.5MB   66.8MB / 52.8MB   78
Loading workload 100 _1_0 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.69%     94.54MiB / 7.73GiB   1.19%     5.46MB / 3.42MB   45.2MB / 58.3MB   72
b9633d65fafd   secondary2   0.69%     84.88MiB / 7.73GiB   1.07%     5.38MB / 3.41MB   3.19MB / 58.4MB   73
84e3f0c4f254   secondary3   0.74%     86.1MiB / 7.73GiB    1.09%     5.5MB / 3.44MB    10.8MB / 58.5MB   73
a3ce8b8c30c6   primary      0.97%     118.5MiB / 7.73GiB   1.50%     77.7MB / 30.7MB   66.8MB / 52.9MB   78
Loading workload 100 _50_50 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.69%     94.51MiB / 7.73GiB   1.19%     5.51MB / 3.48MB   45.2MB / 58.4MB   72
b9633d65fafd   secondary2   0.62%     85.02MiB / 7.73GiB   1.07%     5.43MB / 3.47MB   3.19MB / 58.5MB   73
84e3f0c4f254   secondary3   0.52%     86.04MiB / 7.73GiB   1.09%     5.54MB / 3.49MB   10.8MB / 58.6MB   72
a3ce8b8c30c6   primary      0.55%     118.8MiB / 7.73GiB   1.50%     79MB / 30.9MB     66.8MB / 55.5MB   78
Loading workload 100 _10_90 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.76%     94.49MiB / 7.73GiB   1.19%     5.56MB / 3.54MB   45.2MB / 60.9MB   72
b9633d65fafd   secondary2   0.64%     85.24MiB / 7.73GiB   1.08%     5.47MB / 3.52MB   3.19MB / 61MB     73
84e3f0c4f254   secondary3   0.70%     85.92MiB / 7.73GiB   1.09%     5.59MB / 3.56MB   10.8MB / 61.1MB   71
a3ce8b8c30c6   primary      0.68%     118.8MiB / 7.73GiB   1.50%     80.3MB / 31.1MB   66.8MB / 55.6MB   78
Loading workload 500 _1_0 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.47%     94.4MiB / 7.73GiB    1.19%     5.6MB / 3.6MB     45.2MB / 61MB     72
b9633d65fafd   secondary2   0.47%     85.24MiB / 7.73GiB   1.08%     5.52MB / 3.58MB   3.19MB / 61MB     73
84e3f0c4f254   secondary3   0.50%     85.92MiB / 7.73GiB   1.09%     5.64MB / 3.61MB   10.8MB / 61.2MB   71
a3ce8b8c30c6   primary      0.89%     118.8MiB / 7.73GiB   1.50%     81.8MB / 31.2MB   66.8MB / 55.7MB   79
Loading workload 500 _50_50 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.58%     94.4MiB / 7.73GiB    1.19%     5.65MB / 3.65MB   45.2MB / 61MB     72
b9633d65fafd   secondary2   0.59%     85.24MiB / 7.73GiB   1.08%     5.57MB / 3.64MB   3.19MB / 61.1MB   73
84e3f0c4f254   secondary3   0.51%     85.93MiB / 7.73GiB   1.09%     5.69MB / 3.67MB   10.8MB / 61.2MB   72
a3ce8b8c30c6   primary      0.97%     118.8MiB / 7.73GiB   1.50%     83.1MB / 31.9MB   66.8MB / 58.4MB   80
Loading workload 500 _10_90 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.51%     94.44MiB / 7.73GiB   1.19%     5.7MB / 3.71MB    45.2MB / 63.5MB   73
b9633d65fafd   secondary2   1.34%     85.3MiB / 7.73GiB    1.08%     5.62MB / 3.7MB    3.19MB / 63.6MB   73
84e3f0c4f254   secondary3   0.66%     85.94MiB / 7.73GiB   1.09%     5.73MB / 3.73MB   10.8MB / 63.7MB   73
a3ce8b8c30c6   primary      1.41%     118.7MiB / 7.73GiB   1.50%     84.8MB / 32.4MB   66.8MB / 58.6MB   79
Loading workload 1000 _1_0 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.71%     94.42MiB / 7.73GiB   1.19%     5.75MB / 3.77MB   45.2MB / 63.5MB   72
b9633d65fafd   secondary2   0.68%     85.27MiB / 7.73GiB   1.08%     5.66MB / 3.75MB   3.19MB / 63.7MB   72
84e3f0c4f254   secondary3   0.62%     85.92MiB / 7.73GiB   1.09%     5.78MB / 3.78MB   10.8MB / 63.7MB   72
a3ce8b8c30c6   primary      0.84%     118.8MiB / 7.73GiB   1.50%     86.7MB / 32.5MB   66.8MB / 58.7MB   79
Loading workload 1000 _50_50 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.61%     94.36MiB / 7.73GiB   1.19%     5.79MB / 3.82MB   45.2MB / 66.1MB   72
b9633d65fafd   secondary2   0.60%     85.43MiB / 7.73GiB   1.08%     5.71MB / 3.81MB   3.19MB / 66.3MB   72
84e3f0c4f254   secondary3   0.64%     85.91MiB / 7.73GiB   1.09%     5.83MB / 3.84MB   10.8MB / 66.3MB   72
a3ce8b8c30c6   primary      1.01%     118.4MiB / 7.73GiB   1.50%     88.1MB / 33.9MB   66.8MB / 61.2MB   78
Loading workload 1000 _10_90 try 6
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.58%     94.23MiB / 7.73GiB   1.19%     5.84MB / 3.88MB   45.2MB / 66.2MB   72
b9633d65fafd   secondary2   0.57%     85.46MiB / 7.73GiB   1.08%     5.76MB / 3.87MB   3.19MB / 66.4MB   73
84e3f0c4f254   secondary3   0.55%     85.75MiB / 7.73GiB   1.08%     5.87MB / 3.9MB    10.8MB / 66.4MB   71
a3ce8b8c30c6   primary      0.77%     118.5MiB / 7.73GiB   1.50%     90.2MB / 34.6MB   66.8MB / 61.3MB   79
Loading workload 100 _1_0 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.13%     94.51MiB / 7.73GiB   1.19%     5.9MB / 3.94MB    45.2MB / 66.3MB   76
b9633d65fafd   secondary2   0.98%     85.56MiB / 7.73GiB   1.08%     5.82MB / 3.93MB   3.19MB / 66.5MB   76
84e3f0c4f254   secondary3   1.08%     85.97MiB / 7.73GiB   1.09%     5.93MB / 3.96MB   10.8MB / 66.5MB   75
a3ce8b8c30c6   primary      1.57%     119.5MiB / 7.73GiB   1.51%     92.6MB / 34.9MB   66.8MB / 63.9MB   79
Loading workload 100 _50_50 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
