1000,50_50,secondary3,0.73,86,1.09,5130.24,2908.16
1000,50_50,primary,0.50,117.6,1.49,60518.4,26828.8
1000,10_90,secondary1,0.65,94.52,1.19,5140.48,2949.12
1000,10_90,secondary2,0.70,85.61,1.08,5058.56,2938.88
1000,10_90,secondary3,0.68,86,1.09,5171.2,2969.6
1000,10_90,primary,0.99,117.7,1.49,62976.0,27136.0
100,1_0,secondary1,0.60,94.5, 1.19,5181.44,3010.56
100,1_0,secondary2,0.57,85.63,1.08,5099.52,3000.32
100,1_0,secondary3,0.72,86.05,1.09,5222.4,3031.04
100,1_0,primary,0.83,117.5,1.48,64307.2,27340.8
100,50_50,secondary1,1.07,94.5, 1.19,5232.64,3072.0
100,50_50,secondary2,1.01,85.64,1.08,5150.72,3061.76
100,50_50,secondary3,0.68,86.02,1.09,5263.36,3082.24
100,50_50,primary,0.89,118.1,1.49,65740.8,27545.6
100,10_90,secondary1,0.58,94.5, 1.19,5283.84,3123.2
100,10_90,secondary2,0.61,85.66,1.08,5201.92,3112.96
100,10_90,secondary3,0.51,86.03,1.09,5314.56,3143.68
100,10_90,primary,0.79,118.2,1.49,67174.4,27648.0
500,1_0,secondary1,0.61,94.5, 1.19,5324.8,3184.64
500,1_0,secondary2,0.65,85.66,1.08,5242.88,3174.4
500,1_0,secondary3,1.11,86.03,1.09,5365.76,3205.12
500,1_0,primary,1.03,118.4,1.50,68608.0,28364.8
500,50_50,secondary1,0.53,94.5, 1.19,5376.0,3235.84
500,50_50,secondary2,1.02,85.7, 1.08,5294.08,3225.6
500,50_50,secondary3,0.54,86.05,1.09,5406.72,3256.32
500,50_50,primary,0.60,118.8,1.50,70348.8,28774.4
500,10_90,secondary1,0.49,94.54,1.19,5427.2,3297.28
500,10_90,secondary2,0.55,85.52,1.08,5335.04,3287.04
500,10_90,secondary3,0.56,86.06,1.09,5457.92,3317.76
500,10_90,primary,0.63,118.8,1.50,72192.0,28979.2
1000,1_0,secondary1,0.71,94.54,1.19,5468.16,3358.72
1000,1_0,secondary2,0.59,85.61,1.08,5386.24,3338.24
1000,1_0,secondary3,0.62,86.06,1.09,5509.12,3379.2
1000,1_0,primary,0.70,118.8,1.50,73728.0,30412.8
1000,50_50,secondary1,0.53,94.54,1.19,5519.36,3420.16
1000,50_50,secondary2,0.56,85.69,1.08,5437.44,3399.68
1000,50_50,secondary3,1.43,86.07,1.09,5550.08,3430.4
1000,50_50,primary,0.67,118.6,1.50,75776.0,31129.6
1000,10_90,secondary1,1.14,94.54,1.19,5570.56,3471.36
1000,10_90,secondary2,0.67,85.69,1.08,5488.64,3461.12
1000,10_90,secondary3,0.79,86.1, 1.09,5601.28,3491.84
1000,10_90,primary,1.02,118.5,1.50,78233.6,31436.8
100,1_0,secondary1,0.48,94.54,1.19,5611.52,3532.8
100,1_0,secondary2,1.07,84.91,1.07,5529.6,3522.56
100,1_0,secondary3,0.62,86.1, 1.09,5652.48,3553.28
100,1_0,primary,0.75,118.4,1.50,79564.8,31641.6
100,50_50,secondary1,0.75,94.52,1.19,5662.72,3594.24
100,50_50,secondary2,0.68,85.24,1.08,5580.8,3584.0
100,50_50,secondary3,0.68,85.96,1.09,5703.68,3614.72
100,50_50,primary,0.81,118.6,1.50,80998.4,31744.0
100,10_90,secondary1,0.70,94.44,1.19,5713.92,3645.44
100,10_90,secondary2,0.93,85.24,1.08,5632.0,3635.2
100,10_90,secondary3,1.50,85.92,1.09,5754.88,3676.16
100,10_90,primary,0.77,118.8,1.50,82432.0,31846.4
